Year,GEO,Income concept,Economic family type,GINI
1996,Nova Scotia,After-tax income,Non-elderly females,0.425
1996,Nova Scotia,After-tax income,"Non-elderly females, non-earner",0.47
1996,Nova Scotia,After-tax income,"Non-elderly females, earner",0.373
1996,New Brunswick,Market income,All family units,0.518
1996,New Brunswick,Market income,"Economic families, two persons or more",0.452
1996,New Brunswick,Market income,Elderly families,0.637
1996,New Brunswick,Market income,Elderly married couples,0.663
1996,New Brunswick,Market income,Other elderly families,0.571
1996,New Brunswick,Market income,Non-elderly families,0.412
1996,New Brunswick,Market income,Married couples,0.405
1996,New Brunswick,Market income,"Married couples, no earners",0.723
1996,New Brunswick,Market income,"Married couples, one earner",0.389
1996,New Brunswick,Market income,"Married couples, two earners",0.325
1996,New Brunswick,Market income,Two-parent families with children,0.355
1996,New Brunswick,Market income,"Two-parent families with children, no earners",0.977
1996,New Brunswick,Market income,"Two-parent families with children, one earner",0.352
1996,New Brunswick,Market income,"Two-parent families with children, two earners",0.327
1996,New Brunswick,Market income,"Two-parent families with children, three or more earners",0.273
1996,New Brunswick,Market income,Married couples with other relatives,0.317
1996,New Brunswick,Market income,Lone-parent families,0.658
1996,New Brunswick,Market income,Male lone-parent families,0.432
1996,New Brunswick,Market income,Female lone-parent families,0.677
1996,New Brunswick,Market income,"Female lone-parent families, no earners",0.937
1996,New Brunswick,Market income,"Female lone-parent families, one earner",0.518
1996,New Brunswick,Market income,"Female lone-parent families, two or more earners",0.441
1996,New Brunswick,Market income,Other non-elderly families,0.465
1996,New Brunswick,Market income,Unattached individuals,0.62
1996,New Brunswick,Market income,Elderly males,0.781
1996,New Brunswick,Market income,"Elderly males, non-earner",0.771
1996,New Brunswick,Market income,"Elderly males, earner",
1996,New Brunswick,Market income,Elderly females,0.737
1996,New Brunswick,Market income,"Elderly females, non-earner",0.74
1996,New Brunswick,Market income,"Elderly females, earner",
1996,New Brunswick,Market income,Non-elderly males,0.524
1996,New Brunswick,Market income,"Non-elderly males, non-earner",0.906
1996,New Brunswick,Market income,"Non-elderly males, earner",0.411
1996,New Brunswick,Market income,Non-elderly females,0.573
1996,New Brunswick,Market income,"Non-elderly females, non-earner",0.859
1996,New Brunswick,Market income,"Non-elderly females, earner",0.443
1996,New Brunswick,Total income,All family units,0.385
1996,New Brunswick,Total income,"Economic families, two persons or more",0.33
1996,New Brunswick,Total income,Elderly families,0.326
1996,New Brunswick,Total income,Elderly married couples,0.31
1996,New Brunswick,Total income,Other elderly families,0.329
1996,New Brunswick,Total income,Non-elderly families,0.324
1996,New Brunswick,Total income,Married couples,0.323
1996,New Brunswick,Total income,"Married couples, no earners",0.369
1996,New Brunswick,Total income,"Married couples, one earner",0.298
1996,New Brunswick,Total income,"Married couples, two earners",0.282
1996,New Brunswick,Total income,Two-parent families with children,0.28
1996,New Brunswick,Total income,"Two-parent families with children, no earners",0.183
1996,New Brunswick,Total income,"Two-parent families with children, one earner",0.258
1996,New Brunswick,Total income,"Two-parent families with children, two earners",0.259
1996,New Brunswick,Total income,"Two-parent families with children, three or more earners",0.228
1996,New Brunswick,Total income,Married couples with other relatives,0.26
1996,New Brunswick,Total income,Lone-parent families,0.339
1996,New Brunswick,Total income,Male lone-parent families,0.287
1996,New Brunswick,Total income,Female lone-parent families,0.322
1996,New Brunswick,Total income,"Female lone-parent families, no earners",0.145
1996,New Brunswick,Total income,"Female lone-parent families, one earner",0.271
1996,New Brunswick,Total income,"Female lone-parent families, two or more earners",0.333
1996,New Brunswick,Total income,Other non-elderly families,0.326
1996,New Brunswick,Total income,Unattached individuals,0.377
1996,New Brunswick,Total income,Elderly males,0.328
1996,New Brunswick,Total income,"Elderly males, non-earner",0.275
1996,New Brunswick,Total income,"Elderly males, earner",
1996,New Brunswick,Total income,Elderly females,0.24
1996,New Brunswick,Total income,"Elderly females, non-earner",0.238
1996,New Brunswick,Total income,"Elderly females, earner",
1996,New Brunswick,Total income,Non-elderly males,0.393
1996,New Brunswick,Total income,"Non-elderly males, non-earner",0.36
1996,New Brunswick,Total income,"Non-elderly males, earner",0.339
1996,New Brunswick,Total income,Non-elderly females,0.433
1996,New Brunswick,Total income,"Non-elderly females, non-earner",0.412
1996,New Brunswick,Total income,"Non-elderly females, earner",0.392
1996,New Brunswick,After-tax income,All family units,0.348
1996,New Brunswick,After-tax income,"Economic families, two persons or more",0.292
1996,New Brunswick,After-tax income,Elderly families,0.277
1996,New Brunswick,After-tax income,Elderly married couples,0.252
1996,New Brunswick,After-tax income,Other elderly families,0.298
1996,New Brunswick,After-tax income,Non-elderly families,0.29
1996,New Brunswick,After-tax income,Married couples,0.289
1996,New Brunswick,After-tax income,"Married couples, no earners",0.329
1996,New Brunswick,After-tax income,"Married couples, one earner",0.258
1996,New Brunswick,After-tax income,"Married couples, two earners",0.254
1996,New Brunswick,After-tax income,Two-parent families with children,0.247
1996,New Brunswick,After-tax income,"Two-parent families with children, no earners",0.182
1996,New Brunswick,After-tax income,"Two-parent families with children, one earner",0.213
1996,New Brunswick,After-tax income,"Two-parent families with children, two earners",0.225
1996,New Brunswick,After-tax income,"Two-parent families with children, three or more earners",0.199
1996,New Brunswick,After-tax income,Married couples with other relatives,0.228
1996,New Brunswick,After-tax income,Lone-parent families,0.295
1996,New Brunswick,After-tax income,Male lone-parent families,0.25
1996,New Brunswick,After-tax income,Female lone-parent families,0.281
1996,New Brunswick,After-tax income,"Female lone-parent families, no earners",0.143
1996,New Brunswick,After-tax income,"Female lone-parent families, one earner",0.233
1996,New Brunswick,After-tax income,"Female lone-parent families, two or more earners",0.288
1996,New Brunswick,After-tax income,Other non-elderly families,0.298
1996,New Brunswick,After-tax income,Unattached individuals,0.327
1996,New Brunswick,After-tax income,Elderly males,0.266
1996,New Brunswick,After-tax income,"Elderly males, non-earner",0.226
1996,New Brunswick,After-tax income,"Elderly males, earner",
1996,New Brunswick,After-tax income,Elderly females,0.196
1996,New Brunswick,After-tax income,"Elderly females, non-earner",0.193
1996,New Brunswick,After-tax income,"Elderly females, earner",
1996,New Brunswick,After-tax income,Non-elderly males,0.349
1996,New Brunswick,After-tax income,"Non-elderly males, non-earner",0.34
1996,New Brunswick,After-tax income,"Non-elderly males, earner",0.3
1996,New Brunswick,After-tax income,Non-elderly females,0.391
1996,New Brunswick,After-tax income,"Non-elderly females, non-earner",0.378
1996,New Brunswick,After-tax income,"Non-elderly females, earner",0.355
1996,Quebec,Market income,All family units,0.528
1996,Quebec,Market income,"Economic families, two persons or more",0.45
1996,Quebec,Market income,Elderly families,0.601
1996,Quebec,Market income,Elderly married couples,0.618
1996,Quebec,Market income,Other elderly families,0.546
1996,Quebec,Market income,Non-elderly families,0.417
1996,Quebec,Market income,Married couples,0.411
1996,Quebec,Market income,"Married couples, no earners",0.666
1996,Quebec,Market income,"Married couples, one earner",0.4
1996,Quebec,Market income,"Married couples, two earners",0.326
1996,Quebec,Market income,Two-parent families with children,0.37
1996,Quebec,Market income,"Two-parent families with children, no earners",0.924
1996,Quebec,Market income,"Two-parent families with children, one earner",0.393
1996,Quebec,Market income,"Two-parent families with children, two earners",0.307
1996,Quebec,Market income,"Two-parent families with children, three or more earners",0.291
1996,Quebec,Market income,Married couples with other relatives,0.34
1996,Quebec,Market income,Lone-parent families,0.584
1996,Quebec,Market income,Male lone-parent families,0.492
1996,Quebec,Market income,Female lone-parent families,0.595
1996,Quebec,Market income,"Female lone-parent families, no earners",0.888
1996,Quebec,Market income,"Female lone-parent families, one earner",0.386
1996,Quebec,Market income,"Female lone-parent families, two or more earners",0.289
1996,Quebec,Market income,Other non-elderly families,0.443
1996,Quebec,Market income,Unattached individuals,0.622
1996,Quebec,Market income,Elderly males,0.734
1996,Quebec,Market income,"Elderly males, non-earner",0.756
1996,Quebec,Market income,"Elderly males, earner",0.488
1996,Quebec,Market income,Elderly females,0.738
1996,Quebec,Market income,"Elderly females, non-earner",0.741
1996,Quebec,Market income,"Elderly females, earner",
1996,Quebec,Market income,Non-elderly males,0.546
1996,Quebec,Market income,"Non-elderly males, non-earner",0.926
1996,Quebec,Market income,"Non-elderly males, earner",0.413
1996,Quebec,Market income,Non-elderly females,0.57
1996,Quebec,Market income,"Non-elderly females, non-earner",0.839
1996,Quebec,Market income,"Non-elderly females, earner",0.424
1996,Quebec,Total income,All family units,0.41
1996,Quebec,Total income,"Economic families, two persons or more",0.347
1996,Quebec,Total income,Elderly families,0.303
1996,Quebec,Total income,Elderly married couples,0.287
1996,Quebec,Total income,Other elderly families,0.311
1996,Quebec,Total income,Non-elderly families,0.344
1996,Quebec,Total income,Married couples,0.347
1996,Quebec,Total income,"Married couples, no earners",0.378
1996,Quebec,Total income,"Married couples, one earner",0.323
1996,Quebec,Total income,"Married couples, two earners",0.3
1996,Quebec,Total income,Two-parent families with children,0.304
1996,Quebec,Total income,"Two-parent families with children, no earners",0.225
